OTU,St01_MN,St01_SG,St01_CR,St01_SD,St02_MN,St02_SG,St02_CR,St02_SD,St03_MN,St03_SG,St03_CR,St03_SD,St04_MN,St04_SG,St04_CR,St04_SD,St05_MN,St05_SG,St05_CR,St05_SD,St06_MN,St06_SG,St06_CR,St06_SD,St07_MN,St07_SG,St07_CR,St07_SD,St08_MN,St08_SG,St08_CR,St08_SD,St09_MN,St09_SG,St09_CR,St09_SD,St10_SD,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_764,0,0,0,121,0,0,0,101,0,0,0,138,0,0,0,108,0,0,0,107,0,0,0,75,0,0,0,94,0,0,0,91,0,0,0,55,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_765,0,22,49,0,0,0,98,0,0,0,131,0,0,6,0,0,0,147,171,0,0,275,141,0,0,68,35,0,0,403,147,0,0,154,121,0,0,Bacteria,Nitrospirae,OM190,NA,NA,NA,NA
OTU_767,74,0,0,0,45,68,0,0,189,84,0,0,0,38,52,0,64,0,0,0,40,0,0,0,18,0,0,0,106,0,0,0,77,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_768,49,677,11,1239,0,22,48,29,0,0,0,66,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
OTU_769,0,0,0,58,0,0,0,52,0,0,0,168,0,0,0,71,0,0,0,158,0,0,0,34,0,0,0,57,0,0,0,52,0,0,0,42,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_770,0,0,0,55,0,0,0,91,0,0,0,66,0,0,0,52,0,0,0,132,0,0,0,62,0,0,0,84,0,0,0,99,0,0,0,40,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA,NA
OTU_771,0,31,211,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,90,0,0,39,158,0,0,28,64,0,0,0,385,0,0,63,250,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_772,0,0,0,117,0,0,0,91,0,0,0,235,0,0,0,152,0,0,0,76,0,0,0,47,0,0,0,46,0,0,0,56,0,0,0,67,0,Bacteria,PAUC34f,NA,NA,NA,NA,NA
OTU_773,0,0,0,16,0,0,0,113,0,0,0,177,0,0,0,115,0,0,0,121,0,0,0,10,0,0,0,131,0,0,0,151,0,0,0,80,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_774,0,0,0,98,0,0,0,37,0,0,0,60,0,0,0,41,0,0,0,144,0,0,0,94,0,0,0,112,0,0,0,97,0,0,0,69,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_775,0,0,0,75,0,0,189,66,0,0,0,90,0,0,0,69,0,0,0,118,0,0,0,172,0,0,0,111,0,0,113,99,0,0,0,90,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_776,24,14,13,0,36,79,0,0,123,48,0,0,11,14,13,0,57,15,0,0,56,0,0,0,18,16,0,0,80,62,0,0,55,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_777,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,124,0,0,118,135,0,0,106,114,0,0,324,0,0,0,324,460,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_778,0,0,0,101,0,0,34,85,0,0,0,99,0,0,0,46,0,0,0,91,0,0,0,100,0,0,0,115,0,0,0,64,0,0,0,57,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
OTU_779,282,0,0,0,189,468,0,0,595,251,0,0,102,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
OTU_780,0,0,0,83,0,0,0,70,0,0,0,80,0,0,0,96,0,0,0,139,0,0,0,94,0,0,0,140,0,0,0,143,0,0,0,88,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_781,0,0,0,100,0,0,0,54,0,0,0,59,0,0,0,91,0,0,0,84,0,0,0,83,0,0,0,37,0,0,0,45,0,0,0,90,0,Bacteria,Nitrospirae,Planctomycetacia,Planctomycetales,Gimesiaceae,NA,NA
OTU_782,0,0,0,84,0,0,0,79,0,0,0,74,0,0,0,110,0,0,0,187,0,0,0,115,0,0,0,140,0,0,0,109,0,0,0,106,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_783,0,0,0,57,0,0,103,39,0,0,0,92,0,0,0,73,0,0,0,99,0,0,0,86,0,0,0,63,0,0,0,30,0,0,0,76,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_784,0,0,0,87,0,0,0,50,0,0,0,96,0,0,0,105,0,0,0,43,0,0,0,198,0,0,0,98,0,0,0,94,0,0,0,185,0,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
OTU_785,0,0,0,97,0,0,0,128,0,0,0,142,0,0,0,65,0,0,0,81,0,0,0,178,0,0,0,96,0,0,0,126,0,0,0,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_786,0,0,0,65,0,0,0,141,0,0,0,102,0,0,0,52,0,0,0,80,0,0,0,70,0,0,0,90,0,0,0,143,0,0,0,139,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
OTU_787,0,0,54,0,0,0,473,0,0,14,289,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,36,950,0,0,0,21,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_788,0,0,0,114,0,0,0,23,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,29,0,0,0,39,0,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_789,21,28,109,0,0,0,48,0,0,0,84,0,0,0,0,0,0,119,129,0,0,148,190,0,0,107,55,0,0,113,90,0,0,125,191,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_790,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,169,133,0,0,181,157,0,0,103,61,0,0,113,85,0,0,98,149,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_791,59,102,17,0,8,34,0,0,65,25,0,0,13,0,145,0,103,109,61,0,224,33,0,0,66,94,0,3,40,28,0,0,219,17,0,3,0,Bacteria,Proteobacteria,DeltaProteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
OTU_792,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,99,122,0,0,215,206,0,0,169,93,0,0,0,41,0,0,0,0,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
OTU_793,14,264,50,0,24,57,0,0,103,64,13,0,0,0,39,0,12,0,0,0,42,0,0,0,13,0,67,0,101,114,0,0,563,17,16,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
OTU_794,0,0,127,0,0,0,894,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,552,0,0,0,0,0,0,Bacteria,NA,NA,NA,NA,NA,NA
OTU_795,0,0,0,0,298,162,0,0,273,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,20,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_796,0,0,0,50,0,0,228,86,0,0,0,117,0,0,0,66,0,0,0,49,0,0,0,84,0,0,0,62,0,0,110,109,0,0,0,33,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_797,11,48,59,0,0,0,0,0,8,11,95,0,0,0,21,0,0,152,173,0,0,260,251,0,0,139,34,0,0,22,35,0,0,46,64,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
OTU_798,98,108,115,0,0,0,0,0,42,39,71,0,56,65,178,0,158,163,38,0,121,42,38,0,113,137,64,0,0,85,0,0,36,46,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_799,0,0,0,62,0,0,0,90,0,0,0,129,0,0,0,76,0,0,0,75,0,0,0,128,0,0,0,92,0,0,0,97,0,0,0,95,0,Bacteria,PAUC34f,NA,NA,NA,NA,NA
OTU_800,0,0,0,72,0,0,0,104,0,0,0,113,0,0,0,78,0,0,0,110,0,0,0,89,0,0,0,101,0,0,0,100,0,0,0,74,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_801,0,0,0,82,0,0,30,36,0,0,30,80,0,0,0,74,0,0,0,89,0,0,0,95,0,0,0,79,0,0,36,135,0,0,0,45,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_802,0,0,0,97,0,0,0,53,0,0,0,115,0,0,0,92,0,0,0,66,0,0,0,101,0,0,0,79,0,0,0,77,0,0,0,128,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_803,0,0,0,50,0,0,0,72,0,0,0,91,0,0,0,63,0,0,0,70,0,0,0,133,0,0,0,68,0,0,0,71,0,0,0,88,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_804,0,0,0,76,0,0,0,72,0,0,0,93,0,0,0,61,0,0,0,115,0,0,0,135,0,0,0,92,0,0,0,105,0,0,0,84,0,Bacteria,Proteobacteria,GammaProteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA,NA
OTU_805,79,4,1,0,55,119,0,0,206,98,9,0,21,23,18,0,0,12,1,0,0,4,7,0,0,5,5,0,0,28,2,0,0,7,10,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_806,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,155,0,0,329,231,0,0,113,0,0,0,0,0,0,0,0,117,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_807,0,0,0,76,0,0,0,81,0,0,0,123,0,0,0,86,0,0,0,79,0,0,0,85,0,0,0,63,0,0,0,67,0,0,0,86,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_809,0,0,0,59,0,0,0,35,0,0,0,41,0,0,0,32,0,0,0,0,0,0,0,171,0,0,0,57,0,0,0,108,0,0,0,176,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,NA
OTU_810,0,0,48,0,0,0,81,0,0,0,43,80,0,0,0,0,0,115,83,78,0,83,61,0,0,129,88,74,0,0,49,83,0,85,54,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_811,0,0,0,136,0,0,0,0,0,0,0,154,0,0,0,144,0,0,0,111,0,0,0,116,0,0,0,111,0,0,0,107,0,0,0,156,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_812,0,0,0,130,0,0,0,127,0,0,0,128,0,0,0,82,0,0,0,77,0,0,0,110,0,0,0,97,0,0,0,80,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_813,0,0,0,126,0,0,0,56,0,0,0,87,0,0,0,95,0,0,0,72,0,0,0,65,0,0,0,34,0,0,0,63,0,0,0,46,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_814,0,0,0,77,0,0,0,69,0,0,0,96,0,0,0,64,0,0,0,35,0,0,0,126,0,0,0,83,0,0,0,81,0,0,0,60,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_815,0,0,0,83,0,0,0,93,0,0,0,95,0,0,0,61,0,0,0,82,0,0,0,92,0,0,0,105,0,0,0,118,0,0,0,47,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_816,0,0,0,103,0,0,0,72,0,0,0,144,0,0,0,76,0,0,0,35,0,0,0,114,0,0,0,80,0,0,0,77,0,0,0,77,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_817,0,38,0,0,0,33,0,0,0,0,0,0,0,0,168,0,0,0,0,0,251,0,0,0,0,0,0,0,45,0,0,0,800,0,0,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,NA
OTU_818,0,0,193,0,0,0,626,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,111,294,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Parvibaculales,OCS116_clade,NA,NA
OTU_819,80,0,0,0,0,102,0,0,126,86,0,0,73,34,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,65,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,BetaProteobacteriales,Nitrosomonadaceae,mle1-7,NA
OTU_820,0,35,72,0,0,0,64,0,0,0,87,0,0,0,0,0,0,195,98,0,0,24,40,0,0,17,12,0,0,233,137,0,0,307,487,0,0,Bacteria,Proteobacteria,GammaProteobacteria,NA,NA,NA,NA
OTU_821,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,115,0,0,83,87,0,0,42,0,0,0,52,267,0,0,60,203,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_822,0,0,0,90,0,0,0,86,0,0,0,150,0,0,0,125,0,0,0,90,0,0,0,157,0,0,0,99,0,0,0,72,0,0,0,102,0,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA,NA
OTU_823,0,809,125,0,201,0,0,0,282,0,0,0,0,0,115,0,0,108,0,0,0,13,0,0,0,146,157,0,0,0,0,0,0,41,2,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_824,4,57,80,0,6,18,63,0,18,11,183,0,0,9,0,0,0,57,130,0,0,60,50,0,0,85,41,0,0,527,169,0,0,113,159,0,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA
OTU_825,0,0,0,92,0,0,0,67,0,0,0,97,0,0,0,95,0,0,0,81,0,0,0,159,0,0,0,94,0,0,0,98,0,0,0,84,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_826,0,0,102,0,0,0,167,0,0,0,70,0,0,0,0,0,0,196,181,0,0,174,162,0,0,74,24,0,0,0,130,0,0,124,131,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_827,0,0,92,147,0,15,0,0,0,18,0,0,15,0,0,98,0,0,43,38,0,15,0,9,0,0,58,44,0,0,160,14,0,9,0,64,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,NA
OTU_828,0,0,38,0,0,8,63,0,0,0,78,0,0,0,0,0,0,10,32,41,0,83,72,0,0,53,41,24,0,85,50,0,0,36,102,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_829,0,0,0,0,122,199,0,126,239,687,0,153,134,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
OTU_830,0,0,0,58,0,0,0,85,0,0,0,87,0,0,0,76,0,0,0,95,0,0,0,105,0,0,0,81,0,0,0,93,0,0,0,48,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_831,0,0,0,70,0,0,0,42,0,0,0,0,0,0,0,35,0,0,0,56,0,0,0,80,0,0,0,36,0,0,0,54,0,0,0,44,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_832,0,0,0,52,0,0,85,57,0,0,0,44,0,0,0,54,0,0,0,125,0,0,42,84,0,0,0,85,0,0,0,86,0,32,0,69,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_833,0,0,0,95,0,0,0,93,0,0,0,139,0,0,0,87,0,0,0,46,0,0,0,82,0,0,0,59,0,0,0,85,0,0,0,59,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_834,0,115,199,0,9,0,98,0,7,14,332,0,0,0,51,0,0,0,120,0,0,27,32,0,0,38,61,0,0,15,138,0,0,0,31,0,0,Bacteria,Euryarchaeota1,JG30-KF-CM66,NA,NA,NA,NA
OTU_835,9,12,22,37,26,64,194,22,5,6,35,33,5,3,15,26,18,56,29,24,0,46,37,27,0,45,16,24,0,28,106,28,0,67,84,8,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_836,0,0,0,78,0,0,0,79,0,0,0,72,0,0,0,67,0,0,0,128,0,0,0,230,0,0,0,135,0,0,0,142,0,0,0,293,0,Bacteria,Proteobacteria,DeltaProteobacteria,NB1-j,NA,NA,NA
OTU_837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_838,11,52,15,0,0,0,0,0,0,0,0,0,0,14,244,0,97,0,0,0,1187,0,0,0,277,0,4,0,0,0,0,0,66,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_839,0,0,0,85,0,0,0,77,0,0,0,82,0,0,0,74,0,0,0,148,0,0,0,88,0,0,0,132,0,0,0,118,0,0,0,86,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_841,60,57,57,0,7,0,0,0,27,19,54,0,32,62,33,0,0,125,109,0,0,150,121,0,0,116,39,0,0,63,6,0,0,75,52,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rickettsiales,S25-593,NA,NA
OTU_842,8,72,0,0,0,0,0,0,86,38,0,0,33,34,31,0,0,66,0,0,0,59,0,0,0,94,89,0,0,98,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
OTU_843,0,0,0,83,0,0,0,58,0,0,0,83,0,0,0,78,0,0,0,113,0,0,0,70,0,0,0,95,0,0,0,122,0,0,0,62,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_844,11,29,56,42,0,2,146,34,3,3,62,42,7,15,6,28,0,88,45,34,0,18,21,30,0,19,11,29,0,28,116,21,0,64,116,11,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_845,0,0,0,0,0,202,0,142,251,725,0,148,112,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
OTU_846,0,43,86,0,0,0,72,0,0,0,111,0,7,0,0,0,0,74,127,0,0,75,110,0,0,37,0,0,0,146,116,0,0,199,182,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_847,0,0,0,69,0,0,0,56,0,0,0,96,0,0,0,78,0,0,0,106,0,0,0,129,0,0,0,79,0,0,0,107,0,0,0,69,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_848,0,0,0,84,0,0,0,63,0,0,0,182,0,0,0,84,0,0,0,110,0,0,0,70,0,0,0,61,0,0,0,68,0,0,0,143,0,Bacteria,Proteobacteria,DeltaProteobacteria,NB1-j,NA,NA,NA
OTU_849,0,0,0,103,0,0,0,61,0,0,0,93,0,0,0,107,0,0,0,66,0,0,0,99,0,0,0,52,0,0,0,59,0,0,0,72,0,Bacteria,Proteobacteria,DeltaProteobacteria,Myxococcales,bacteriap25,NA,NA
OTU_850,0,0,0,74,0,0,0,61,0,0,0,86,0,0,0,71,0,0,0,79,0,0,0,85,0,0,0,93,0,0,0,70,0,0,0,57,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_851,117,0,0,0,0,136,0,0,52,55,0,0,0,0,28,0,197,47,0,0,0,0,0,0,0,32,0,0,57,18,0,0,125,0,0,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA
OTU_852,0,0,0,93,0,0,0,110,0,0,0,121,0,0,0,53,0,0,0,87,0,0,0,121,0,0,0,107,0,0,0,117,0,0,0,50,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_853,53,0,0,0,0,0,0,0,70,0,0,0,68,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,614,66,0,0,87,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_854,0,0,0,97,0,0,0,45,0,0,0,105,0,0,0,56,0,0,0,124,0,0,0,107,0,0,0,88,0,0,0,121,0,0,0,64,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_855,0,0,0,0,0,0,0,121,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,150,0,0,0,211,0,0,0,125,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_856,0,15,38,0,0,0,0,0,0,0,11,0,0,0,0,0,0,99,84,0,0,150,90,0,0,118,35,0,0,47,27,0,0,63,138,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_857,0,0,0,75,0,0,0,92,0,0,0,124,0,0,0,88,0,0,0,94,0,0,0,77,0,0,0,58,0,0,20,52,0,0,0,44,0,Bacteria,PAUC34f,NA,NA,NA,NA,NA
OTU_858,0,0,0,69,0,0,0,67,0,0,0,109,0,0,0,58,0,0,0,78,0,0,0,182,0,0,0,80,0,0,0,89,0,0,0,142,0,Bacteria,Nitrospirae,OM190,NA,NA,NA,NA
OTU_859,173,107,74,0,43,176,0,0,121,0,0,0,33,70,107,0,121,0,0,0,89,0,0,0,49,0,0,0,0,0,0,0,47,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_860,43,144,62,0,0,0,0,0,0,0,0,0,0,31,34,0,0,139,110,0,0,138,87,0,0,124,42,0,0,25,0,0,0,31,73,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_861,22,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,114,0,0,0,51,0,0,0,40,0,0,0,0,0,0,0,326,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_862,45,45,34,0,4,21,0,0,61,24,41,0,22,26,44,0,19,89,58,0,47,56,36,0,21,83,76,0,24,174,30,0,17,77,54,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_863,0,0,0,124,0,0,68,115,0,0,0,123,0,0,0,127,0,0,0,88,0,0,0,153,0,0,0,111,0,0,0,104,0,0,0,160,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,NA
OTU_864,0,14,66,0,0,0,114,0,0,0,99,0,0,0,0,0,0,86,122,0,0,71,108,0,0,42,16,0,0,81,157,0,0,126,196,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_865,0,32,140,0,0,0,277,0,0,0,170,0,0,0,0,0,0,36,100,0,0,69,78,0,0,19,0,0,0,0,132,0,0,130,171,0,0,Bacteria,Proteobacteria,GammaProteobacteria,HgCo23,NA,NA,NA
OTU_866,0,0,0,0,439,303,0,0,428,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
OTU_867,24,55,22,0,22,30,0,0,229,106,35,0,14,0,48,0,0,118,104,0,0,67,60,0,0,144,52,0,0,21,17,0,0,61,67,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_868,86,55,0,0,153,272,0,0,104,56,0,0,44,62,21,0,41,0,0,0,126,0,0,0,60,0,0,0,0,0,0,0,113,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_869,0,0,61,0,0,0,95,0,0,0,158,0,0,0,0,0,0,122,105,0,0,101,114,0,0,57,0,0,0,134,183,0,0,101,125,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_870,16,45,73,0,0,0,28,0,0,0,64,0,14,0,47,0,0,151,114,0,0,83,85,0,0,139,101,0,0,18,40,0,0,115,191,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_871,0,0,0,109,0,0,0,90,0,0,0,130,0,0,0,104,0,0,0,128,0,0,0,195,0,0,0,90,0,0,0,117,0,0,0,339,0,Bacteria,Nitrospirae,OM190,NA,NA,NA,NA
OTU_872,0,0,0,54,0,0,33,100,0,0,0,102,0,0,0,67,0,0,0,89,0,0,0,66,0,0,0,81,0,0,0,76,0,0,0,51,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_873,0,0,0,120,0,0,0,80,0,0,0,103,0,0,0,96,0,0,0,165,0,0,0,107,0,0,0,107,0,0,0,132,0,0,0,74,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_874,0,0,0,112,0,0,50,68,0,0,14,108,0,0,0,153,0,0,0,51,0,0,0,73,0,0,0,70,0,0,34,38,0,0,0,42,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA
OTU_875,0,0,0,106,0,0,0,66,0,0,0,154,0,0,0,103,0,0,0,122,0,0,0,109,0,0,0,76,0,0,0,67,0,0,0,82,0,Bacteria,Proteobacteria,GammaProteobacteria,AT-s2-59,NA,NA,NA
